index,subject,y_true,y_pred,prob_fall
0,SA04,0,0,1.0272943654854316e-05
1,SA04,0,0,1.64616994879907e-05
2,SA04,0,0,5.8961421018466353e-05
3,SA04,0,0,5.214136763243005e-05
4,SA04,0,0,5.2696534112328663e-05
5,SA04,0,0,1.0988464964611921e-05
6,SA04,0,0,8.160615834640339e-06
7,SA04,0,0,4.138801523367874e-05
8,SA04,0,0,1.5498691936954856e-05
9,SA04,0,0,1.494332536822185e-05
10,SA04,0,0,1.7374240997014567e-05
11,SA04,0,0,1.5476505723199807e-05
12,SA04,0,0,1.295740730711259e-05
13,SA04,0,0,7.980142072483432e-06
14,SA04,0,0,2.2098467525211163e-05
15,SA04,0,0,6.479422609118046e-06
16,SA04,0,0,6.122410468378803e-06
17,SA04,0,0,2.1269383069011383e-05
18,SA04,0,0,6.977583780098939e-06
19,SA04,0,0,1.0023898539657239e-05
20,SA04,0,0,8.068681381701026e-06
21,SA04,0,0,2.389104338362813e-05
22,SA04,0,0,4.3456238927319646e-05
23,SA04,0,0,5.308317849994637e-05
24,SA04,0,0,1.8402939531370066e-05
25,SA04,0,0,1.4920770809112582e-05
26,SA04,0,0,3.4487093216739595e-05
27,SA04,0,0,1.395699473505374e-05
28,SA04,0,0,6.549987574544502e-06
29,SA04,0,0,8.83830216480419e-06
30,SA04,0,0,1.728466850181576e-05
31,SA04,0,0,4.643165084416978e-05
32,SA04,0,0,2.7680656785378233e-05
33,SA04,0,0,6.265837146202102e-05
34,SA04,0,0,3.239386569475755e-05
35,SA04,0,0,2.299376683367882e-05
36,SA04,0,0,1.0106503395945765e-05
37,SA04,0,0,7.095768978615524e-06
38,SA04,0,0,5.384581072576111e-06
39,SA04,0,0,4.123127837374341e-06
40,SA04,0,0,3.693943654070608e-05
41,SA04,0,0,1.5161025658017024e-05
42,SA04,0,0,8.45177419250831e-06
43,SA04,0,0,4.4027078729413915e-06
44,SA04,0,0,1.941803020599764e-06
45,SA04,0,0,5.826767051075876e-07
46,SA04,0,0,9.821228559303563e-07
47,SA04,0,0,3.588032996049151e-06
48,SA04,0,0,2.9729806101386202e-06
49,SA04,0,0,2.81295319837227e-06
50,SA04,0,0,2.4240721359092277e-06
51,SA04,0,0,2.3109007543098414e-06
52,SA04,0,0,9.163133654510602e-06
53,SA04,0,0,7.3323863034602255e-06
54,SA04,0,0,3.231438313378021e-05
55,SA04,0,0,3.5248453059466556e-05
56,SA04,0,0,7.015375558694359e-06
57,SA04,0,0,6.524314358102856e-06
58,SA04,0,0,1.0108990863955114e-05
59,SA04,0,0,2.0995548766222782e-05
60,SA04,0,0,1.578221417730674e-05
61,SA04,0,0,1.6154979675775394e-05
62,SA04,0,0,4.727745817945106e-06
63,SA04,0,0,4.0441318560624495e-06
64,SA04,0,0,2.9717389224970248e-06
65,SA04,0,0,4.107947006559698e-06
66,SA04,0,0,3.1185934403765714e-06
67,SA04,0,0,6.3770899032533634e-06
68,SA04,0,0,4.179802090220619e-06
69,SA04,0,0,6.877771284052869e-06
70,SA04,0,0,1.32655150082428e-05
71,SA04,0,0,7.514161097788019e-06
72,SA04,0,0,3.5018094877159456e-06
73,SA04,0,0,1.1199657592442236e-06
74,SA04,0,0,7.6052724580222275e-06
75,SA04,0,0,2.754202068899758e-05
76,SA04,0,0,8.755810085858684e-06
77,SA04,0,0,0.0001410209952155128
78,SA04,0,0,1.4066467883822042e-06
79,SA04,0,0,2.5213714707206236e-06
80,SA04,0,0,2.237073658761801e-06
81,SA04,0,0,9.274061994801741e-06
82,SA04,0,0,1.8849103071261197e-05
83,SA04,0,0,1.7550646589370444e-05
84,SA04,0,0,1.1975063898717053e-05
85,SA04,0,0,2.31498597713653e-06
86,SA04,0,0,2.198054062318988e-06
87,SA04,0,0,8.601321610512969e-07
88,SA04,0,0,7.020401881163707e-06
89,SA04,0,0,4.97240807817434e-06
90,SA04,0,0,3.9641499824938364e-06
91,SA04,0,0,2.4763605779298814e-06
92,SA04,0,0,9.021417099575046e-06
93,SA04,0,0,2.5081999410758726e-06
94,SA04,0,0,1.7570054069437901e-06
95,SA04,0,0,9.88387114375655e-07
96,SA04,0,0,1.3883735618946957e-06
97,SA04,0,0,1.2659176036322606e-06
98,SA04,0,0,1.9542130758054554e-06
99,SA04,0,0,5.433026217360748e-06
100,SA04,0,0,3.974578430643305e-05
101,SA04,0,0,0.00010386669600848109
102,SA04,0,0,7.445825031027198e-05
103,SA04,0,0,1.9327027985127643e-05
104,SA04,0,0,4.472980435821228e-05
105,SA04,0,0,2.5938425096683204e-06
106,SA04,0,0,3.574262791516958e-06
107,SA04,0,0,7.407538760162424e-07
108,SA04,0,0,2.5025299237313448e-06
109,SA04,0,0,7.715369974903297e-06
110,SA04,0,0,2.7232842967350734e-06
111,SA04,0,0,1.5874678638283513e-06
112,SA04,0,0,3.27260522681172e-06
113,SA04,0,0,9.923711331794038e-06
114,SA04,0,0,3.2212474252446555e-06
115,SA04,0,0,2.8056442715751473e-06
116,SA04,0,0,3.5836046663462184e-06
117,SA04,0,0,4.949075446347706e-06
118,SA04,0,0,2.3415725536324317e-06
119,SA04,0,0,2.160547182938899e-06
120,SA04,0,0,2.7222718017583247e-06
121,SA04,0,0,1.2805462574760895e-05
122,SA04,0,0,7.9840247053653e-06
123,SA04,0,0,2.8895177820231766e-05
124,SA04,0,0,0.00011279265163466334
125,SA04,0,0,0.00010375939018558711
126,SA04,0,0,0.00010333677346352488
127,SA04,0,0,4.823397102882154e-05
128,SA04,0,0,2.7545514967641793e-05
129,SA04,0,0,5.390010119299404e-05
130,SA04,0,0,1.0140720405615866e-05
131,SA04,0,0,1.880568561318796e-05
132,SA04,0,0,5.661934210365871e-06
133,SA04,0,0,3.1338643111666897e-06
134,SA04,0,0,3.4512363527028356e-06
135,SA04,0,0,3.9977862797968555e-06
136,SA04,0,0,9.127209523285273e-06
137,SA04,0,0,1.709584239506512e-06
138,SA04,0,0,2.7089058676210698e-06
139,SA04,0,0,1.5217354984997655e-06
140,SA04,0,0,1.3692215361515991e-05
141,SA04,0,0,1.375978536088951e-05
142,SA04,0,0,1.9423941921559162e-05
143,SA04,0,0,5.187454371480271e-05
144,SA04,0,0,4.095166877959855e-05
145,SA04,0,0,7.645606820005924e-05
146,SA04,0,0,0.0002215804997831583
147,SA04,0,0,1.2399358638504054e-05
148,SA04,0,0,3.8531066820723936e-05
149,SA04,0,0,3.879069481627084e-05
150,SA04,0,0,5.05088028148748e-05
151,SA04,0,0,1.4466444554273039e-05
152,SA04,0,0,6.5526869548193645e-06
153,SA04,0,0,1.3893223695049528e-05
154,SA04,0,0,0.003328983671963215
155,SA04,0,0,0.0006501339958049357
156,SA04,0,0,0.0001528809661976993
157,SA04,0,0,8.714210707694292e-05
158,SA04,0,0,5.9258083638269454e-05
159,SA04,0,0,0.000114309492346365
160,SA04,0,0,9.723883704282343e-05
161,SA04,0,0,0.00011004434054484591
162,SA04,0,0,0.0001803360355552286
163,SA04,0,0,4.961863305652514e-05
164,SA04,0,0,3.914860644727014e-05
165,SA04,0,0,3.707233918248676e-05
166,SA04,0,0,2.935988231911324e-05
167,SA04,0,0,0.00011011822789441794
168,SA04,0,0,7.915019523352385e-05
169,SA04,0,0,0.00010543479584157467
170,SA04,0,0,2.9689163056900725e-05
171,SA04,0,0,3.057765934499912e-05
172,SA04,0,0,7.320002623600885e-05
173,SA04,0,0,9.988716192310676e-05
174,SA04,0,0,9.952254185918719e-05
175,SA04,0,0,0.00014540058327838778
176,SA04,0,0,0.00026468440773896873
177,SA04,0,0,1.962783971976023e-05
178,SA04,0,0,8.867506039678119e-06
179,SA04,0,0,1.419507316313684e-05
180,SA04,0,0,3.8638147088931873e-05
181,SA04,0,0,2.0981175111955963e-05
182,SA04,0,0,4.699327746493509e-06
183,SA04,0,0,6.199714698595926e-05
184,SA04,0,0,0.000701820245012641
185,SA04,0,0,3.328218008391559e-05
186,SA04,0,0,4.991538662579842e-05
187,SA04,0,0,0.00010338132415199652
188,SA04,0,0,5.0515835027908906e-05
189,SA04,0,0,5.786988913314417e-05
190,SA04,0,0,4.274486127542332e-05
191,SA04,0,0,4.676435128203593e-05
192,SA04,0,0,8.32721998449415e-05
193,SA04,0,0,3.9190068491734564e-05
194,SA04,0,0,5.0732982344925404e-05
195,SA04,0,0,8.437100768787786e-05
196,SA04,0,0,5.6149343436118215e-05
197,SA04,0,0,0.00015173338761087507
198,SA04,0,0,7.922494842205197e-05
199,SA04,0,0,0.0001361442991765216
200,SA04,0,0,8.992983202915639e-05
201,SA04,0,0,6.553533603437245e-05
202,SA04,0,0,3.513139745336957e-05
203,SA04,0,0,5.479894389281981e-05
204,SA04,0,0,0.00011743366485461593
205,SA04,0,0,0.0004411587433423847
206,SA04,0,0,0.0004175919748377055
207,SA04,0,0,0.00016017089365050197
208,SA04,0,0,0.00017878692597150803
209,SA04,0,0,4.161086326348595e-05
210,SA04,0,0,1.2194118426123168e-05
211,SA04,0,0,5.5450364015996456e-05
212,SA04,0,0,9.098216105485335e-05
213,SA04,0,0,0.0002424119011266157
214,SA04,0,0,0.0003020626027137041
215,SA04,0,0,0.000255122926319018
216,SA04,0,0,0.00019838535808958113
217,SA04,0,0,0.0001981584937311709
218,SA04,0,0,9.545941429678351e-05
219,SA04,0,0,3.118724634987302e-05
220,SA04,0,0,2.314691482752096e-05
221,SA04,0,0,2.8777809347957373e-05
222,SA04,0,0,3.84344020858407e-05
223,SA04,0,0,6.936053250683472e-05
224,SA04,0,0,8.821822120808065e-06
225,SA04,0,0,2.667786793608684e-05
226,SA04,0,0,0.00011237513535888866
227,SA04,0,0,1.5080674529599492e-05
228,SA04,0,0,2.45588380494155e-05
229,SA04,0,0,2.7079036954091862e-05
230,SA04,0,0,3.4550099371699616e-05
231,SA04,0,0,0.016446834430098534
232,SA04,0,0,0.0025149493012577295
233,SA04,0,0,0.00040872639510780573
234,SA04,0,0,0.0001778029400156811
235,SA04,0,0,0.00010222174023510888
236,SA04,0,0,0.00016654396313242614
237,SA04,0,0,0.00010292843944625929
238,SA04,0,0,0.0005088357720524073
239,SA04,0,0,0.0005896259681321681
240,SA04,0,0,0.0009545261273160577
241,SA04,0,0,0.00015609976253472269
242,SA04,0,0,4.0073668060358614e-05
243,SA04,0,0,0.00018912013911176473
244,SA04,0,0,0.0005183615139685571
245,SA04,0,0,0.00024317906354553998
246,SA04,0,0,0.0005378738860599697
247,SA04,0,0,0.001404264592565596
248,SA04,0,0,0.0003922840114682913
