index,subject,y_true,y_pred,prob_fall
0,SA09,0,0,1.2580902541969863e-08
1,SA09,0,0,7.266508816883288e-08
2,SA09,0,0,8.118535177459307e-09
3,SA09,0,0,1.856274467471053e-09
4,SA09,0,0,2.3242963109737502e-09
5,SA09,0,0,3.348581689710528e-10
6,SA09,0,0,2.2891726014773184e-10
7,SA09,0,0,1.4949819160392508e-07
8,SA09,0,0,1.3284125088830478e-05
9,SA09,0,0,8.293744031107053e-06
10,SA09,0,0,9.617591558708227e-07
11,SA09,0,0,5.111475243069208e-09
12,SA09,0,0,3.715585137342714e-07
13,SA09,0,0,7.868264219723642e-05
14,SA09,0,0,1.4124701692708186e-06
15,SA09,0,0,1.3860858416592237e-07
16,SA09,0,0,9.139430403592996e-06
17,SA09,0,0,1.4201544217939954e-05
18,SA09,0,0,1.0116793625059017e-08
19,SA09,0,0,3.47419870649901e-10
20,SA09,0,0,2.158522960371556e-08
21,SA09,0,0,2.7238609163759975e-06
22,SA09,0,0,9.366831363877282e-06
23,SA09,0,0,5.231490831647534e-07
24,SA09,0,0,6.740744140643073e-08
25,SA09,0,0,3.4247764801875746e-07
26,SA09,0,0,2.55228496826021e-06
27,SA09,0,0,2.5790868676267564e-06
28,SA09,0,0,3.0571237630283576e-07
29,SA09,0,0,1.961792150950714e-08
30,SA09,0,0,1.044498532110083e-08
31,SA09,0,0,2.1425670126973273e-08
32,SA09,0,0,2.672823313787376e-07
33,SA09,0,0,1.1145088052444407e-07
34,SA09,0,0,1.1807009814290836e-09
35,SA09,0,0,2.159840839510707e-08
36,SA09,0,0,7.875752885411202e-07
37,SA09,0,0,1.494786602052045e-06
38,SA09,0,0,3.0361852623173036e-05
39,SA09,0,0,1.6839915133459726e-06
40,SA09,0,0,2.3097804557892232e-07
41,SA09,0,0,1.54233916305202e-07
42,SA09,0,0,1.8082018016229995e-07
43,SA09,0,0,2.9247150905575836e-06
44,SA09,0,0,6.854121693322668e-06
45,SA09,0,0,8.224205885198899e-07
46,SA09,0,0,1.8855361716418884e-08
47,SA09,0,0,1.2591585552002016e-08
