index,subject,y_true,y_pred,prob_fall
0,SA21,0,0,0.0006580113549716771
1,SA21,0,0,0.000974401191342622
2,SA21,0,0,0.0014765700325369835
3,SA21,0,0,0.003082148963585496
4,SA21,0,0,0.004377408418804407
5,SA21,0,0,0.0018976153805851936
6,SA21,0,0,0.0009500395390205085
7,SA21,0,0,0.0035975929349660873
8,SA21,0,0,0.005643368698656559
9,SA21,0,0,0.0028226047288626432
10,SA21,0,0,0.006842918694019318
11,SA21,0,0,0.00994203146547079
12,SA21,0,0,0.00875553023070097
13,SA21,0,0,0.012402776628732681
14,SA21,0,0,0.017293505370616913
15,SA21,0,0,0.005122256465256214
16,SA21,0,0,0.003290831111371517
17,SA21,0,0,0.004128789063543081
18,SA21,0,0,0.0029089541640132666
19,SA21,0,0,0.00545869767665863
20,SA21,0,0,0.0022410100791603327
21,SA21,0,0,0.0009103721240535378
22,SA21,0,0,0.0014167055487632751
23,SA21,0,0,0.0025453546550124884
24,SA21,0,0,0.002695703413337469
25,SA21,0,0,0.003469805233180523
26,SA21,0,0,0.0044572134502232075
27,SA21,0,0,0.004760919604450464
28,SA21,0,0,0.002240440808236599
29,SA21,0,0,0.0011207135394215584
30,SA21,0,0,0.004315294325351715
31,SA21,0,0,0.0018701988738030195
32,SA21,0,0,0.0010329009965062141
33,SA21,0,0,0.0010835562134161592
34,SA21,0,0,0.0023587201721966267
35,SA21,0,0,0.007508935406804085
36,SA21,0,0,0.0025966379325836897
37,SA21,0,0,0.003769206115975976
38,SA21,0,0,0.0042635733261704445
39,SA21,0,0,0.0021078637801110744
40,SA21,0,0,0.0028514154255390167
41,SA21,0,0,0.002297755563631654
42,SA21,0,0,0.0012262447271496058
43,SA21,0,0,0.0021461606957018375
44,SA21,0,0,0.003742581931874156
45,SA21,0,0,0.002241716021671891
46,SA21,0,0,0.001546591753140092
47,SA21,0,0,0.0014558668481186032
48,SA21,0,0,0.0015930739464238286
49,SA21,0,0,0.0014496123185381293
50,SA21,0,0,0.0051541877910494804
51,SA21,0,0,0.012561554089188576
52,SA21,0,0,0.0036786519922316074
53,SA21,0,0,0.0009172636200673878
54,SA21,0,0,0.0014210972003638744
55,SA21,0,0,0.005733925849199295
56,SA21,0,0,0.007372794672846794
57,SA21,0,0,0.007362436968833208
58,SA21,0,0,0.00753793865442276
59,SA21,0,0,0.010734600014984608
60,SA21,0,0,0.0021720912773162127
61,SA21,0,0,0.0012473565293475986
62,SA21,0,0,0.005739243235439062
63,SA21,0,0,0.0023380047641694546
64,SA21,0,0,0.0008189536747522652
65,SA21,0,0,0.0008589504868723452
66,SA21,0,0,0.0037215917836874723
67,SA21,0,0,0.003745753550902009
68,SA21,0,0,0.0027241597417742014
69,SA21,0,0,0.0037728622555732727
70,SA21,0,0,0.004152828827500343
71,SA21,0,0,0.0035207392647862434
72,SA21,0,0,0.0013845599023625255
73,SA21,0,0,0.003885739017277956
74,SA21,0,0,0.0055595627054572105
75,SA21,0,0,0.0015162050258368254
76,SA21,0,0,0.0014238172443583608
77,SA21,0,0,0.08261135965585709
78,SA21,0,0,0.020768655464053154
79,SA21,0,0,0.025494080036878586
80,SA21,0,0,0.06679819524288177
81,SA21,0,0,0.02568792924284935
82,SA21,0,0,0.01911908946931362
83,SA21,0,0,0.02842043898999691
84,SA21,0,0,0.01976149156689644
85,SA21,0,0,0.010984901338815689
86,SA21,0,0,0.021705176681280136
87,SA21,0,0,0.032335065305233
88,SA21,0,0,0.03177075460553169
89,SA21,0,0,0.027608321979641914
90,SA21,0,0,0.047342728823423386
91,SA21,0,0,0.05564773082733154
92,SA21,0,0,0.02201465703547001
93,SA21,0,0,0.026118634268641472
94,SA21,0,0,0.062221791595220566
95,SA21,0,0,0.041836246848106384
96,SA21,0,0,0.015847934409976006
97,SA21,0,0,0.026897186413407326
98,SA21,0,0,0.054149329662323
99,SA21,0,0,0.06187153607606888
100,SA21,0,0,0.03279523923993111
101,SA21,0,0,0.008940362371504307
102,SA21,0,0,0.006872816476970911
103,SA21,0,0,0.0060541206039488316
104,SA21,0,0,0.0046107228845357895
105,SA21,0,0,0.014561734162271023
106,SA21,0,0,0.03582773357629776
107,SA21,0,0,0.01477563101798296
108,SA21,0,0,0.0047491625882685184
109,SA21,0,0,0.010598092339932919
110,SA21,0,0,0.021457552909851074
111,SA21,0,0,0.04275543987751007
112,SA21,0,0,0.07255514711141586
113,SA21,0,0,0.06290991604328156
114,SA21,0,0,0.04038438946008682
115,SA21,0,0,0.04245816916227341
116,SA21,0,0,0.03188842162489891
117,SA21,0,0,0.021032216027379036
118,SA21,0,0,0.012207581661641598
119,SA21,0,0,0.01902429759502411
120,SA21,0,0,0.022204292938113213
121,SA21,0,0,0.019188275560736656
122,SA21,0,0,0.020698776468634605
123,SA21,0,0,0.07528343796730042
124,SA21,0,0,0.10583008825778961
125,SA21,0,0,0.04657280072569847
126,SA21,0,0,0.03783407807350159
127,SA21,0,0,0.03678707405924797
128,SA21,0,0,0.035166941583156586
129,SA21,0,0,0.054862797260284424
130,SA21,0,0,0.0338086299598217
131,SA21,0,0,0.01782662607729435
132,SA21,0,0,0.02483464777469635
133,SA21,0,0,0.041348621249198914
134,SA21,0,0,0.02263716235756874
135,SA21,0,0,0.012405451387166977
136,SA21,0,0,0.02219707891345024
137,SA21,0,0,0.027422413229942322
138,SA21,0,0,0.02987433597445488
139,SA21,0,0,0.018351135775446892
140,SA21,0,0,0.03891947492957115
141,SA21,0,0,0.032540541142225266
142,SA21,0,0,0.021202679723501205
143,SA21,0,0,0.038199298083782196
